iso3,ipc phase cutoff,year,month,indicator,grouping,value
SOM,4,2018,2,Drought NDVI,Heightened,3
SOM,4,2018,2,Drought NDVI,Critical,1
SOM,4,2018,2,Drought rainfall,Typical,65
SOM,4,2018,2,Drought rainfall,Heightened,7
SOM,4,2018,2,Drought rainfall,Critical,2
SOM,4,2018,2,Exchange rates,Typical,74
SOM,4,2018,2,Food prices,Typical,57
SOM,4,2018,2,Food prices,Heightened,10
SOM,4,2018,2,Food prices,Critical,7
SOM,4,2018,2,Fuel prices,Typical,50
SOM,4,2018,2,Fuel prices,Heightened,8
SOM,4,2018,2,Fuel prices,Critical,16
SOM,4,2018,2,Heavy rainfall,Typical,74
SOM,4,2018,3,Conflict,Typical,51
SOM,4,2018,3,Conflict,Heightened,23
SOM,4,2018,3,Drought NDVI,Typical,72
SOM,4,2018,3,Drought NDVI,Heightened,2
SOM,4,2018,3,Drought rainfall,Typical,73
SOM,4,2018,3,Drought rainfall,Critical,1
SOM,4,2018,3,Exchange rates,Typical,74
SOM,4,2018,3,Food prices,Typical,55
SOM,4,2018,3,Food prices,Heightened,8
SOM,4,2018,3,Food prices,Critical,11
SOM,4,2018,3,Fuel prices,Typical,52
SOM,4,2018,3,Fuel prices,Heightened,10
SOM,4,2018,3,Fuel prices,Critical,12
SOM,4,2018,3,Heavy rainfall,Typical,73
SOM,4,2018,3,Heavy rainfall,Heightened,1
SOM,4,2018,4,Conflict,Typical,51
SOM,4,2018,4,Conflict,Heightened,23
SOM,4,2018,4,Drought NDVI,Typical,74
SOM,4,2018,4,Drought rainfall,Typical,73
SOM,4,2018,4,Drought rainfall,Heightened,1
SOM,4,2018,4,Exchange rates,Typical,74
SOM,4,2018,4,Food prices,Typical,59
SOM,4,2018,4,Food prices,Heightened,5
SOM,4,2018,4,Food prices,Critical,10
SOM,4,2018,4,Fuel prices,Typical,52
SOM,4,2018,4,Fuel prices,Heightened,6
SOM,4,2018,4,Fuel prices,Critical,16
SOM,4,2018,4,Heavy rainfall,Typical,72
SOM,4,2018,4,Heavy rainfall,Heightened,2
SOM,4,2018,5,Conflict,Typical,48
SOM,4,2018,5,Conflict,Heightened,24
SOM,4,2018,5,Conflict,Critical,2
SOM,4,2018,5,Drought NDVI,Typical,73
SOM,4,2018,5,Drought NDVI,Critical,1
SOM,4,2018,5,Drought rainfall,Typical,74
SOM,4,2018,5,Exchange rates,Typical,74
SOM,4,2018,5,Food prices,Typical,62
SOM,4,2018,5,Food prices,Heightened,1
SOM,4,2018,5,Food prices,Critical,11
SOM,4,2018,5,Fuel prices,Typical,55
SOM,4,2018,5,Fuel prices,Heightened,7
SOM,4,2018,5,Fuel prices,Critical,12
SOM,4,2018,5,Heavy rainfall,Typical,69
SOM,4,2018,5,Heavy rainfall,Heightened,5
SOM,4,2018,6,Conflict,Typical,44
SOM,4,2018,6,Conflict,Heightened,30
SOM,4,2018,6,Drought NDVI,Typical,69
SOM,4,2018,6,Drought NDVI,Heightened,4
SOM,4,2018,6,Drought NDVI,Critical,1
SOM,4,2018,6,Drought rainfall,Typical,74
SOM,4,2018,6,Exchange rates,Typical,74
SOM,4,2018,6,Food prices,Typical,62
SOM,4,2018,6,Food prices,Heightened,7
SOM,4,2018,6,Food prices,Critical,5
SOM,4,2018,6,Fuel prices,Typical,54
SOM,4,2018,6,Fuel prices,Heightened,2
SOM,4,2018,6,Fuel prices,Critical,18
SOM,4,2018,6,Heavy rainfall,Typical,74
SOM,4,2018,7,Conflict,Typical,55
SOM,4,2018,7,Conflict,Heightened,19
SOM,4,2018,7,Drought NDVI,Typical,69
SOM,4,2018,7,Drought NDVI,Heightened,2
SOM,4,2018,7,Drought NDVI,Critical,3
SOM,4,2018,7,Drought rainfall,Typical,74
SOM,4,2018,7,Exchange rates,Typical,74
SOM,4,2018,7,Food prices,Typical,72
SOM,4,2018,7,Food prices,Heightened,1
SOM,4,2018,7,Food prices,Critical,1
SOM,4,2018,7,Fuel prices,Typical,59
SOM,4,2018,7,Fuel prices,Heightened,3
SOM,4,2018,7,Fuel prices,Critical,12
SOM,4,2018,7,Heavy rainfall,Typical,74
SOM,4,2018,8,Conflict,Typical,65
SOM,4,2018,8,Conflict,Heightened,9
SOM,4,2018,8,Drought NDVI,Typical,68
SOM,4,2018,8,Drought NDVI,Heightened,2
SOM,4,2018,8,Drought NDVI,Critical,4
SOM,4,2018,8,Drought rainfall,Typical,74
SOM,4,2018,8,Exchange rates,Typical,74
SOM,4,2018,8,Food prices,Typical,72
SOM,4,2018,8,Food prices,Heightened,2
SOM,4,2018,8,Fuel prices,Typical,59
SOM,4,2018,8,Fuel prices,Heightened,1
SOM,4,2018,8,Fuel prices,Critical,14
SOM,4,2018,8,Heavy rainfall,Typical,74
SOM,4,2018,9,Conflict,Typical,45
SOM,4,2018,9,Conflict,Heightened,29
SOM,4,2018,9,Drought NDVI,Typical,70
SOM,4,2018,9,Drought NDVI,Heightened,3
SOM,4,2018,9,Drought NDVI,Critical,1
SOM,4,2018,9,Drought rainfall,Typical,74
SOM,4,2018,9,Exchange rates,Typical,74
SOM,4,2018,9,Food prices,Typical,70
SOM,4,2018,9,Food prices,Heightened,3
SOM,4,2018,9,Food prices,Critical,1
SOM,4,2018,9,Fuel prices,Typical,59
SOM,4,2018,9,Fuel prices,Heightened,4
SOM,4,2018,9,Fuel prices,Critical,11
SOM,4,2018,9,Heavy rainfall,Typical,74
SOM,4,2018,10,Conflict,Typical,47
SOM,4,2018,10,Conflict,Heightened,27
SOM,4,2018,10,Drought NDVI,Typical,70
SOM,4,2018,10,Drought NDVI,Heightened,3
SOM,4,2018,10,Drought NDVI,Critical,1
SOM,4,2018,10,Drought rainfall,Typical,68
SOM,4,2018,10,Drought rainfall,Heightened,6
SOM,4,2018,10,Exchange rates,Typical,74
SOM,4,2018,10,Food prices,Typical,71
SOM,4,2018,10,Food prices,Heightened,3
SOM,4,2018,10,Fuel prices,Typical,65
SOM,4,2018,10,Fuel prices,Heightened,4
SOM,4,2018,10,Fuel prices,Critical,5
SOM,4,2018,10,Heavy rainfall,Typical,73
SOM,4,2018,10,Heavy rainfall,Heightened,1
SOM,4,2018,11,Conflict,Typical,60
SOM,4,2018,11,Conflict,Heightened,14
SOM,4,2018,11,Drought NDVI,Typical,69
SOM,4,2018,11,Drought NDVI,Heightened,3
SOM,4,2018,11,Drought NDVI,Critical,2
SOM,4,2018,11,Drought rainfall,Typical,59
SOM,4,2018,11,Drought rainfall,Heightened,15
SOM,4,2018,11,Exchange rates,Typical,74
SOM,4,2018,11,Food prices,Typical,72
SOM,4,2018,11,Food prices,Heightened,1
SOM,4,2018,11,Food prices,Critical,1
SOM,4,2018,11,Fuel prices,Typical,67
SOM,4,2018,11,Fuel prices,Heightened,2
SOM,4,2018,11,Fuel prices,Critical,5
SOM,4,2018,11,Heavy rainfall,Typical,74
SOM,4,2018,12,Conflict,Typical,49
SOM,4,2018,12,Conflict,Heightened,25
SOM,4,2018,12,Drought NDVI,Typical,72
SOM,4,2018,12,Drought NDVI,Heightened,1
SOM,4,2018,12,Drought NDVI,Critical,1
SOM,4,2018,12,Drought rainfall,Typical,72
SOM,4,2018,12,Drought rainfall,Heightened,2
SOM,4,2018,12,Exchange rates,Typical,74
SOM,4,2018,12,Food prices,Typical,72
SOM,4,2018,12,Food prices,Heightened,2
SOM,4,2018,12,Fuel prices,Typical,62
SOM,4,2018,12,Fuel prices,Heightened,8
SOM,4,2018,12,Fuel prices,Critical,4
SOM,4,2018,12,Heavy rainfall,Typical,69
SOM,4,2018,12,Heavy rainfall,Heightened,5
SOM,4,2019,1,Conflict,Typical,47
SOM,4,2019,1,Conflict,Heightened,27
SOM,4,2019,1,Drought NDVI,Typical,72
SOM,4,2019,1,Drought NDVI,Heightened,2
SOM,4,2019,1,Drought rainfall,Typical,74
SOM,4,2019,1,Exchange rates,Typical,74
SOM,4,2019,1,Food prices,Typical,69
SOM,4,2019,1,Food prices,Heightened,4
SOM,4,2019,1,Food prices,Critical,1
SOM,4,2019,1,Fuel prices,Typical,59
SOM,4,2019,1,Fuel prices,Heightened,4
SOM,4,2019,1,Fuel prices,Critical,11
SOM,4,2019,1,Heavy rainfall,Typical,74
SOM,4,2019,2,Conflict,Typical,51
SOM,4,2019,2,Conflict,Heightened,23
SOM,4,2019,2,Drought NDVI,Typical,73
SOM,4,2019,2,Drought NDVI,Heightened,1
SOM,4,2019,2,Drought rainfall,Typical,67
SOM,4,2019,2,Drought rainfall,Heightened,7
SOM,4,2019,2,Exchange rates,Typical,74
SOM,4,2019,2,Food prices,Typical,72
SOM,4,2019,2,Food prices,Heightened,2
SOM,4,2019,2,Fuel prices,Typical,59
SOM,4,2019,2,Fuel prices,Heightened,2
SOM,4,2019,2,Fuel prices,Critical,13
SOM,4,2019,2,Heavy rainfall,Typical,74
SOM,4,2019,3,Conflict,Typical,56
SOM,4,2019,3,Conflict,Heightened,18
SOM,4,2019,3,Drought NDVI,Typical,71
SOM,4,2019,3,Drought NDVI,Heightened,3
SOM,4,2019,3,Drought rainfall,Typical,74
SOM,4,2019,3,Exchange rates,Typical,74
SOM,4,2019,3,Food prices,Typical,69
SOM,4,2019,3,Food prices,Heightened,5
SOM,4,2019,3,Fuel prices,Typical,62
SOM,4,2019,3,Fuel prices,Heightened,2
SOM,4,2019,3,Fuel prices,Critical,10
SOM,4,2019,3,Heavy rainfall,Typical,74
SOM,4,2019,4,Conflict,Typical,72
SOM,4,2019,4,Conflict,Heightened,2
SOM,4,2019,4,Drought NDVI,Typical,41
SOM,4,2019,4,Drought NDVI,Heightened,13
SOM,4,2019,4,Drought NDVI,Critical,20
SOM,4,2019,4,Drought rainfall,Typical,36
SOM,4,2019,4,Drought rainfall,Heightened,18
SOM,4,2019,4,Drought rainfall,Critical,20
SOM,4,2019,4,Exchange rates,Typical,74
SOM,4,2019,4,Food prices,Typical,69
SOM,4,2019,4,Food prices,Heightened,5
SOM,4,2019,4,Fuel prices,Typical,59
SOM,4,2019,4,Fuel prices,Heightened,8
SOM,4,2019,4,Fuel prices,Critical,7
SOM,4,2019,4,Heavy rainfall,Typical,74
SOM,4,2019,5,Conflict,Typical,63
SOM,4,2019,5,Conflict,Heightened,9
SOM,4,2019,5,Conflict,Critical,2
SOM,4,2019,5,Drought NDVI,Typical,60
SOM,4,2019,5,Drought NDVI,Heightened,8
SOM,4,2019,5,Drought NDVI,Critical,6
SOM,4,2019,5,Drought rainfall,Typical,66
SOM,4,2019,5,Drought rainfall,Heightened,3
SOM,4,2019,5,Drought rainfall,Critical,5
SOM,4,2019,5,Exchange rates,Typical,74
SOM,4,2019,5,Food prices,Typical,70
SOM,4,2019,5,Food prices,Heightened,4
SOM,4,2019,5,Fuel prices,Typical,59
SOM,4,2019,5,Fuel prices,Heightened,7
SOM,4,2019,5,Fuel prices,Critical,8
SOM,4,2019,5,Heavy rainfall,Typical,68
SOM,4,2019,5,Heavy rainfall,Heightened,6
SOM,4,2019,6,Conflict,Typical,61
SOM,4,2019,6,Conflict,Heightened,13
SOM,4,2019,6,Drought NDVI,Typical,73
SOM,4,2019,6,Drought NDVI,Heightened,1
SOM,4,2019,6,Drought rainfall,Typical,62
SOM,4,2019,6,Drought rainfall,Heightened,5
SOM,4,2019,6,Drought rainfall,Critical,7
SOM,4,2019,6,Exchange rates,Typical,74
SOM,4,2019,6,Food prices,Typical,74
SOM,4,2019,6,Fuel prices,Typical,67
SOM,4,2019,6,Fuel prices,Heightened,1
SOM,4,2019,6,Fuel prices,Critical,6
SOM,4,2019,6,Heavy rainfall,Typical,60
SOM,4,2019,6,Heavy rainfall,Heightened,11
SOM,4,2019,6,Heavy rainfall,Critical,3
SOM,4,2019,7,Conflict,Typical,54
SOM,4,2019,7,Conflict,Heightened,20
SOM,4,2019,7,Drought NDVI,Typical,70
SOM,4,2019,7,Drought NDVI,Heightened,3
SOM,4,2019,7,Drought NDVI,Critical,1
SOM,4,2019,7,Drought rainfall,Typical,61
SOM,4,2019,7,Drought rainfall,Heightened,2
SOM,4,2019,7,Drought rainfall,Critical,11
SOM,4,2019,7,Exchange rates,Typical,74
SOM,4,2019,7,Food prices,Typical,73
SOM,4,2019,7,Food prices,Heightened,1
SOM,4,2019,7,Fuel prices,Typical,64
SOM,4,2019,7,Fuel prices,Critical,10
SOM,4,2019,7,Heavy rainfall,Typical,74
SOM,4,2019,8,Conflict,Typical,56
SOM,4,2019,8,Conflict,Heightened,18
SOM,4,2019,8,Drought NDVI,Typical,68
SOM,4,2019,8,Drought NDVI,Heightened,4
SOM,4,2019,8,Drought NDVI,Critical,2
SOM,4,2019,8,Drought rainfall,Typical,62
SOM,4,2019,8,Drought rainfall,Heightened,1
SOM,4,2019,8,Drought rainfall,Critical,11
SOM,4,2019,8,Exchange rates,Typical,74
SOM,4,2019,8,Food prices,Typical,72
SOM,4,2019,8,Food prices,Heightened,2
SOM,4,2019,8,Fuel prices,Typical,58
SOM,4,2019,8,Fuel prices,Heightened,5
SOM,4,2019,8,Fuel prices,Critical,11
SOM,4,2019,8,Heavy rainfall,Typical,74
SOM,4,2019,9,Conflict,Typical,63
SOM,4,2019,9,Conflict,Heightened,11
SOM,4,2019,9,Drought NDVI,Typical,73
SOM,4,2019,9,Drought NDVI,Critical,1
SOM,4,2019,9,Drought rainfall,Typical,69
SOM,4,2019,9,Drought rainfall,Heightened,1
SOM,4,2019,9,Drought rainfall,Critical,4
SOM,4,2019,9,Exchange rates,Typical,74
SOM,4,2019,9,Food prices,Typical,73
SOM,4,2019,9,Food prices,Heightened,1
SOM,4,2019,9,Fuel prices,Typical,56
SOM,4,2019,9,Fuel prices,Heightened,11
SOM,4,2019,9,Fuel prices,Critical,7
SOM,4,2019,9,Heavy rainfall,Typical,74
SOM,4,2019,10,Conflict,Typical,68
SOM,4,2019,10,Conflict,Heightened,6
SOM,4,2019,10,Drought NDVI,Typical,73
SOM,4,2019,10,Drought NDVI,Heightened,1
SOM,4,2019,10,Drought rainfall,Typical,72
SOM,4,2019,10,Drought rainfall,Critical,2
SOM,4,2019,10,Exchange rates,Heightened,74
SOM,4,2019,10,Food prices,Typical,73
SOM,4,2019,10,Food prices,Heightened,1
SOM,4,2019,10,Fuel prices,Typical,62
SOM,4,2019,10,Fuel prices,Heightened,5
SOM,4,2019,10,Fuel prices,Critical,7
SOM,4,2019,10,Heavy rainfall,Typical,52
SOM,4,2019,10,Heavy rainfall,Heightened,22
SOM,4,2019,11,Conflict,Typical,69
SOM,4,2019,11,Conflict,Heightened,5
SOM,4,2019,11,Drought NDVI,Typical,74
SOM,4,2019,11,Drought rainfall,Typical,73
SOM,4,2019,11,Drought rainfall,Heightened,1
SOM,4,2019,11,Exchange rates,Typical,74
SOM,4,2019,11,Food prices,Typical,72
SOM,4,2019,11,Food prices,Heightened,1
SOM,4,2019,11,Food prices,Critical,1
SOM,4,2019,11,Fuel prices,Typical,37
SOM,4,2019,11,Fuel prices,Heightened,30
SOM,4,2019,11,Fuel prices,Critical,7
SOM,4,2019,11,Heavy rainfall,Typical,56
SOM,4,2019,11,Heavy rainfall,Heightened,18
SOM,4,2019,12,Conflict,Typical,61
SOM,4,2019,12,Conflict,Heightened,13
SOM,4,2019,12,Drought NDVI,Typical,74
SOM,4,2019,12,Drought rainfall,Typical,74
SOM,4,2019,12,Exchange rates,Typical,74
SOM,4,2019,12,Food prices,Typical,68
SOM,4,2019,12,Food prices,Heightened,5
SOM,4,2019,12,Food prices,Critical,1
SOM,4,2019,12,Fuel prices,Typical,55
SOM,4,2019,12,Fuel prices,Heightened,13
SOM,4,2019,12,Fuel prices,Critical,6
SOM,4,2019,12,Heavy rainfall,Typical,64
SOM,4,2019,12,Heavy rainfall,Heightened,9
SOM,4,2019,12,Heavy rainfall,Critical,1
SOM,4,2020,1,Conflict,Typical,65
SOM,4,2020,1,Conflict,Heightened,9
SOM,4,2020,1,Drought NDVI,Typical,74
SOM,4,2020,1,Drought rainfall,Typical,74
SOM,4,2020,1,Exchange rates,Typical,74
SOM,4,2020,1,Food prices,Typical,70
SOM,4,2020,1,Food prices,Heightened,4
SOM,4,2020,1,Fuel prices,Typical,68
SOM,4,2020,1,Fuel prices,Heightened,3
SOM,4,2020,1,Fuel prices,Critical,3
SOM,4,2020,1,Heavy rainfall,Typical,74
SOM,4,2020,2,Conflict,Typical,67
SOM,4,2020,2,Conflict,Heightened,7
SOM,4,2020,2,Drought NDVI,Typical,74
SOM,4,2020,2,Drought rainfall,Typical,74
SOM,4,2020,2,Exchange rates,Typical,74
SOM,4,2020,2,Food prices,Typical,70
SOM,4,2020,2,Food prices,Heightened,4
SOM,4,2020,2,Fuel prices,Typical,70
SOM,4,2020,2,Fuel prices,Heightened,3
SOM,4,2020,2,Fuel prices,Critical,1
SOM,4,2020,2,Heavy rainfall,Typical,74
SOM,4,2020,3,Conflict,Typical,73
SOM,4,2020,3,Conflict,Heightened,1
SOM,4,2020,3,Drought NDVI,Typical,74
SOM,4,2020,3,Drought rainfall,Typical,74
SOM,4,2020,3,Exchange rates,Typical,74
SOM,4,2020,3,Food prices,Typical,64
SOM,4,2020,3,Food prices,Heightened,8
SOM,4,2020,3,Food prices,Critical,2
SOM,4,2020,3,Fuel prices,Typical,72
SOM,4,2020,3,Fuel prices,Critical,2
SOM,4,2020,3,Heavy rainfall,Typical,59
SOM,4,2020,3,Heavy rainfall,Heightened,15
SOM,4,2020,4,Conflict,Typical,61
SOM,4,2020,4,Conflict,Heightened,13
SOM,4,2020,4,Drought NDVI,Typical,74
SOM,4,2020,4,Drought rainfall,Typical,74
SOM,4,2020,4,Exchange rates,Heightened,74
SOM,4,2020,4,Food prices,Typical,26
SOM,4,2020,4,Food prices,Heightened,37
SOM,4,2020,4,Food prices,Critical,11
SOM,4,2020,4,Fuel prices,Typical,61
SOM,4,2020,4,Fuel prices,Heightened,11
SOM,4,2020,4,Fuel prices,Critical,2
SOM,4,2020,4,Heavy rainfall,Typical,60
SOM,4,2020,4,Heavy rainfall,Heightened,14
SOM,4,2020,5,Conflict,Typical,61
SOM,4,2020,5,Conflict,Heightened,13
SOM,4,2020,5,Drought NDVI,Typical,74
SOM,4,2020,5,Drought rainfall,Typical,74
SOM,4,2020,5,Exchange rates,Heightened,74
SOM,4,2020,5,Food prices,Typical,18
SOM,4,2020,5,Food prices,Heightened,26
SOM,4,2020,5,Food prices,Critical,30
SOM,4,2020,5,Fuel prices,Typical,27
SOM,4,2020,5,Fuel prices,Heightened,41
SOM,4,2020,5,Fuel prices,Critical,6
SOM,4,2020,5,Heavy rainfall,Typical,74
SOM,4,2020,6,Conflict,Typical,67
SOM,4,2020,6,Conflict,Heightened,7
SOM,4,2020,6,Drought NDVI,Typical,74
SOM,4,2020,6,Drought rainfall,Typical,72
SOM,4,2020,6,Drought rainfall,Heightened,1
SOM,4,2020,6,Drought rainfall,Critical,1
SOM,4,2020,6,Exchange rates,Heightened,74
SOM,4,2020,6,Food prices,Typical,15
SOM,4,2020,6,Food prices,Heightened,28
SOM,4,2020,6,Food prices,Critical,31
SOM,4,2020,6,Fuel prices,Typical,24
SOM,4,2020,6,Fuel prices,Heightened,25
SOM,4,2020,6,Fuel prices,Critical,25
SOM,4,2020,6,Heavy rainfall,Typical,73
SOM,4,2020,6,Heavy rainfall,Heightened,1
SOM,4,2020,7,Conflict,Typical,61
SOM,4,2020,7,Conflict,Heightened,11
SOM,4,2020,7,Conflict,Critical,2
SOM,4,2020,7,Drought NDVI,Typical,74
SOM,4,2020,7,Drought rainfall,Typical,74
SOM,4,2020,7,Exchange rates,Typical,74
SOM,4,2020,7,Food prices,Typical,22
SOM,4,2020,7,Food prices,Heightened,26
SOM,4,2020,7,Food prices,Critical,26
SOM,4,2020,7,Fuel prices,Typical,22
SOM,4,2020,7,Fuel prices,Heightened,34
SOM,4,2020,7,Fuel prices,Critical,18
SOM,4,2020,7,Heavy rainfall,Typical,60
SOM,4,2020,7,Heavy rainfall,Heightened,10
SOM,4,2020,7,Heavy rainfall,Critical,4
SOM,4,2020,8,Conflict,Typical,56
SOM,4,2020,8,Conflict,Heightened,18
SOM,4,2020,8,Drought NDVI,Typical,74
SOM,4,2020,8,Drought rainfall,Typical,74
SOM,4,2020,8,Exchange rates,Typical,74
SOM,4,2020,8,Food prices,Typical,18
SOM,4,2020,8,Food prices,Heightened,35
SOM,4,2020,8,Food prices,Critical,21
SOM,4,2020,8,Fuel prices,Typical,24
SOM,4,2020,8,Fuel prices,Heightened,17
SOM,4,2020,8,Fuel prices,Critical,33
SOM,4,2020,8,Heavy rainfall,Typical,73
SOM,4,2020,8,Heavy rainfall,Heightened,1
SOM,4,2020,9,Conflict,Typical,58
SOM,4,2020,9,Conflict,Heightened,16
SOM,4,2020,9,Drought NDVI,Typical,74
SOM,4,2020,9,Drought rainfall,Typical,71
SOM,4,2020,9,Drought rainfall,Heightened,2
SOM,4,2020,9,Drought rainfall,Critical,1
SOM,4,2020,9,Exchange rates,Typical,74
SOM,4,2020,9,Food prices,Typical,23
SOM,4,2020,9,Food prices,Heightened,36
SOM,4,2020,9,Food prices,Critical,15
SOM,4,2020,9,Fuel prices,Typical,23
SOM,4,2020,9,Fuel prices,Heightened,22
SOM,4,2020,9,Fuel prices,Critical,29
SOM,4,2020,9,Heavy rainfall,Typical,73
SOM,4,2020,9,Heavy rainfall,Heightened,1
SOM,4,2020,10,Conflict,Typical,68
SOM,4,2020,10,Conflict,Heightened,6
SOM,4,2020,10,Drought NDVI,Typical,74
SOM,4,2020,10,Drought rainfall,Typical,73
SOM,4,2020,10,Drought rainfall,Heightened,1
SOM,4,2020,10,Exchange rates,Heightened,74
SOM,4,2020,10,Food prices,Typical,23
SOM,4,2020,10,Food prices,Heightened,33
SOM,4,2020,10,Food prices,Critical,18
SOM,4,2020,10,Fuel prices,Typical,24
SOM,4,2020,10,Fuel prices,Heightened,8
SOM,4,2020,10,Fuel prices,Critical,42
SOM,4,2020,10,Heavy rainfall,Typical,74
SOM,4,2020,11,Conflict,Typical,69
SOM,4,2020,11,Conflict,Heightened,5
SOM,4,2020,11,Drought NDVI,Typical,74
SOM,4,2020,11,Drought rainfall,Typical,74
SOM,4,2020,11,Exchange rates,Typical,74
SOM,4,2020,11,Food prices,Typical,7
SOM,4,2020,11,Food prices,Heightened,25
SOM,4,2020,11,Food prices,Critical,42
SOM,4,2020,11,Fuel prices,Typical,21
SOM,4,2020,11,Fuel prices,Critical,53
SOM,4,2020,11,Heavy rainfall,Typical,73
SOM,4,2020,11,Heavy rainfall,Heightened,1
SOM,4,2020,12,Conflict,Typical,62
SOM,4,2020,12,Conflict,Heightened,12
SOM,4,2020,12,Drought NDVI,Typical,74
SOM,4,2020,12,Drought rainfall,Typical,72
SOM,4,2020,12,Drought rainfall,Critical,2
SOM,4,2020,12,Exchange rates,Heightened,74
SOM,4,2020,12,Food prices,Typical,7
SOM,4,2020,12,Food prices,Heightened,13
SOM,4,2020,12,Food prices,Critical,54
SOM,4,2020,12,Fuel prices,Typical,16
SOM,4,2020,12,Fuel prices,Heightened,4
SOM,4,2020,12,Fuel prices,Critical,54
SOM,4,2020,12,Heavy rainfall,Typical,74
SOM,4,2021,1,Conflict,Typical,57
SOM,4,2021,1,Conflict,Heightened,17
SOM,4,2021,1,Drought NDVI,Typical,74
SOM,4,2021,1,Drought rainfall,Typical,72
SOM,4,2021,1,Drought rainfall,Heightened,2
SOM,4,2021,1,Exchange rates,Heightened,74
SOM,4,2021,1,Food prices,Typical,8
SOM,4,2021,1,Food prices,Heightened,16
SOM,4,2021,1,Food prices,Critical,50
SOM,4,2021,1,Fuel prices,Typical,17
SOM,4,2021,1,Fuel prices,Critical,57
SOM,4,2021,1,Heavy rainfall,Typical,74
SOM,4,2021,2,Conflict,Typical,60
SOM,4,2021,2,Conflict,Heightened,14
SOM,4,2021,2,Drought NDVI,Typical,74
SOM,4,2021,2,Drought rainfall,Typical,64
SOM,4,2021,2,Drought rainfall,Heightened,7
SOM,4,2021,2,Drought rainfall,Critical,3
SOM,4,2021,2,Exchange rates,Critical,74
SOM,4,2021,2,Food prices,Typical,8
SOM,4,2021,2,Food prices,Heightened,18
SOM,4,2021,2,Food prices,Critical,48
SOM,4,2021,2,Fuel prices,Typical,17
SOM,4,2021,2,Fuel prices,Critical,57
SOM,4,2021,2,Heavy rainfall,Typical,74
SOM,4,2021,3,Conflict,Typical,63
SOM,4,2021,3,Conflict,Heightened,11
SOM,4,2021,3,Drought NDVI,Typical,74
SOM,4,2021,3,Drought rainfall,Typical,71
SOM,4,2021,3,Drought rainfall,Heightened,3
SOM,4,2021,3,Exchange rates,Heightened,74
SOM,4,2021,3,Food prices,Typical,5
SOM,4,2021,3,Food prices,Heightened,17
SOM,4,2021,3,Food prices,Critical,52
SOM,4,2021,3,Fuel prices,Typical,16
SOM,4,2021,3,Fuel prices,Heightened,1
SOM,4,2021,3,Fuel prices,Critical,57
SOM,4,2021,3,Heavy rainfall,Typical,74
SOM,4,2021,4,Conflict,Typical,66
SOM,4,2021,4,Conflict,Heightened,8
SOM,4,2021,4,Drought NDVI,Typical,74
SOM,4,2021,4,Drought rainfall,Typical,72
SOM,4,2021,4,Drought rainfall,Heightened,2
SOM,4,2021,4,Exchange rates,Critical,74
SOM,4,2021,4,Food prices,Typical,3
SOM,4,2021,4,Food prices,Heightened,14
SOM,4,2021,4,Food prices,Critical,57
SOM,4,2021,4,Fuel prices,Typical,14
SOM,4,2021,4,Fuel prices,Heightened,1
SOM,4,2021,4,Fuel prices,Critical,59
SOM,4,2021,4,Heavy rainfall,Typical,73
SOM,4,2021,4,Heavy rainfall,Heightened,1
SOM,4,2021,5,Conflict,Typical,62
SOM,4,2021,5,Conflict,Heightened,12
SOM,4,2021,5,Drought NDVI,Typical,73
SOM,4,2021,5,Drought NDVI,Heightened,1
SOM,4,2021,5,Drought rainfall,Typical,69
SOM,4,2021,5,Drought rainfall,Heightened,3
SOM,4,2021,5,Drought rainfall,Critical,2
SOM,4,2021,5,Exchange rates,Heightened,74
SOM,4,2021,5,Food prices,Typical,2
SOM,4,2021,5,Food prices,Heightened,9
SOM,4,2021,5,Food prices,Critical,63
SOM,4,2021,5,Fuel prices,Typical,11
SOM,4,2021,5,Fuel prices,Heightened,3
SOM,4,2021,5,Fuel prices,Critical,60
SOM,4,2021,5,Heavy rainfall,Typical,62
SOM,4,2021,5,Heavy rainfall,Heightened,12
SOM,4,2021,6,Conflict,Typical,55
SOM,4,2021,6,Conflict,Heightened,16
SOM,4,2021,6,Conflict,Critical,3
SOM,4,2021,6,Drought NDVI,Typical,68
SOM,4,2021,6,Drought NDVI,Heightened,1
SOM,4,2021,6,Drought NDVI,Critical,5
SOM,4,2021,6,Drought rainfall,Typical,67
SOM,4,2021,6,Drought rainfall,Heightened,5
SOM,4,2021,6,Drought rainfall,Critical,2
SOM,4,2021,6,Exchange rates,Heightened,74
SOM,4,2021,6,Food prices,Typical,1
SOM,4,2021,6,Food prices,Heightened,5
SOM,4,2021,6,Food prices,Critical,68
SOM,4,2021,6,Fuel prices,Typical,5
SOM,4,2021,6,Fuel prices,Heightened,5
SOM,4,2021,6,Fuel prices,Critical,64
SOM,4,2021,6,Heavy rainfall,Typical,74
SOM,4,2021,7,Conflict,Typical,53
SOM,4,2021,7,Conflict,Heightened,21
SOM,4,2021,7,Drought NDVI,Typical,68
SOM,4,2021,7,Drought NDVI,Heightened,5
SOM,4,2021,7,Drought NDVI,Critical,1
SOM,4,2021,7,Drought rainfall,Typical,65
SOM,4,2021,7,Drought rainfall,Heightened,6
SOM,4,2021,7,Drought rainfall,Critical,3
SOM,4,2021,7,Exchange rates,Heightened,74
SOM,4,2021,7,Food prices,Heightened,2
SOM,4,2021,7,Food prices,Critical,72
